11	5	10
14	8	13
17	4	16
20	7	19
20	5	21
17	8	22
11	4	23
14	7	24
11	1	9
14	3	12
22	15	17
20	2	18
20	6	10
17	6	13
11	6	16
14	6	19
6	11	10
6	14	13
6	17	16
6	20	19
2	20	21
1	11	23
3	14	24
5	11	9
8	14	12
4	17	15
7	20	18
5	20	10
8	17	13
4	11	16
7	14	19
