    21    20    16
     9    17    16
    17    12    18
    15    19    18
    12    10    13
    11    14    13
     1    16    20
     7    16    17
     5    18    12
     7    18    19
     3    13    10
     5    13    14
    16     7    21
    16     1     9
    18     7    17
    18     5    15
    13     5    12
    13     3    11
    20    21     8
    17     9     2
    12    17     2
    19    15     6
    10    12     2
    14    11     4
