     4     9     3     1
     4     9     2     1
     5     9     1     3
     5     9     7     3
     4     9     3     7
     4     9     8     7
     5     9     1     2
     5     9     6     2
     4     9     2     6
     4     9     8     6
     5     9     6     8
     5     9     7     8
